Temperature,Humidity,Battery_Level,fault
5.81,69.26,72.71,0
15.7,76.03,28.75,0
17.81,85.21,73.35,1
30.14,94.74,85.73,1
13.24,90.5,93.36,1
8.09,88.15,98.13,1
9.47,51.28,7.63,0
58.96,54.05,88.21,1
39.38,42.16,14.48,1
20.52,64.33,48.61,0
34.24,72.56,12.18,1
27.61,86.88,13.63,1
61.46,83.64,0.09,1
32.6,95.31,3.24,1
18.66,97.58,66.68,1
36.72,70.44,13.97,1
2.4,61.75,83.22,0
16.33,92.63,75.49,1
16.65,59.59,41.25,0
51.1,47.83,98.66,1
40.62,60.95,92.39,1
48.11,69.72,83.02,1
62.17,89.55,2.11,1
25.45,64.6,81.5,0
3.17,46.29,2.89,0
15.63,51.91,9.72,0
29.5,55.8,82.46,0
21.87,55.27,63.26,0
26.6,48.86,61.04,0
27.49,90.03,12.17,1
28.86,39.11,9.93,1
11.47,75.21,56.12,0
13.57,37.99,44.94,0
36.01,90.92,18.9,1
2.86,48.54,13.03,0
27.89,95.12,57.65,1
56.41,88.25,4.73,1
11.38,64.5,15.11,0
40.7,67.31,17.77,1
28.75,57.82,50.11,0
32.42,39.35,5.53,1
23.59,57.17,41.69,0
29.85,49.48,89.49,0
26.86,43.75,66.81,0
31.48,96.39,0.0,1
24.91,44.12,74.95,0
37.06,77.87,16.45,1
7.52,59.14,16.43,0
23.31,43.82,42.21,0
26.09,61.02,58.84,0
9.39,41.56,4.54,0
30.57,89.84,2.52,1
28.15,67.97,9.47,1
6.47,95.3,74.19,1
24.38,91.38,14.4,1
21.79,96.72,33.02,1
34.71,51.0,7.69,1
5.01,37.39,13.54,0
22.69,44.8,90.5,0
9.67,75.94,44.64,0
28.29,99.66,2.02,1
25.27,88.3,10.4,1
7.37,41.09,11.47,0
4.94,47.56,8.18,0
31.43,33.76,9.48,1
15.98,69.66,12.5,0
26.39,48.17,71.55,0
31.02,92.81,0.17,1
17.97,87.96,98.06,1
10.19,68.38,25.64,0
40.26,38.25,9.87,1
47.68,51.01,59.98,1
27.49,49.44,62.67,0
23.04,52.76,85.8,0
42.26,71.86,12.78,1
13.74,39.55,91.29,0
23.93,86.15,4.54,1
6.82,69.35,5.02,0
17.7,55.41,13.01,0
49.55,69.63,84.9,1
39.51,76.11,21.03,1
23.46,57.15,70.21,0
25.99,58.45,63.84,0
60.28,40.7,32.49,1
40.19,32.75,66.86,1
18.09,39.53,49.42,0
20.28,100.0,96.42,1
36.81,89.06,10.79,1
24.19,51.04,58.31,0
8.78,59.98,66.38,0
39.59,57.12,4.07,1
21.32,39.41,8.88,1
24.74,95.12,3.33,1
54.71,93.87,9.29,1
13.44,95.64,70.24,1
6.98,43.31,46.85,0
11.83,54.69,17.12,0
22.41,35.59,7.93,1
6.0,59.24,39.69,0
23.92,48.81,93.19,0
24.47,89.47,11.42,1
13.72,53.22,17.14,0
16.02,47.27,71.63,0
8.05,94.95,47.27,1
6.2,61.34,50.33,0
17.75,61.03,11.53,0
9.77,34.45,54.85,0
21.47,98.77,27.1,1
26.46,56.89,12.97,1
36.77,81.69,8.18,1
4.52,43.55,11.74,0
10.73,62.83,59.28,0
20.65,42.31,60.27,0
30.09,46.59,67.89,0
26.11,55.2,61.45,0
23.2,52.06,63.63,0
49.48,68.8,75.44,1
14.82,42.13,6.33,0
5.8,60.37,18.7,0
13.47,89.09,81.48,1
29.92,65.27,7.15,1
31.97,74.22,19.99,1
27.32,53.99,70.74,0
14.67,40.41,13.79,0
51.35,94.91,11.86,1
16.3,64.25,36.17,0
5.22,65.82,17.09,0
7.18,51.85,49.43,0
25.3,99.37,73.46,1
20.67,53.62,57.32,0
8.61,55.11,99.52,0
10.73,70.12,42.29,0
41.24,97.44,4.97,1
41.58,86.15,19.8,1
12.97,98.85,71.41,1
41.35,66.98,73.05,1
11.07,72.21,3.58,0
5.32,60.56,9.83,0
34.32,80.85,15.75,1
26.06,90.56,62.42,1
28.16,66.37,1.42,1
15.99,56.12,18.07,0
49.09,96.59,9.57,1
15.95,67.61,14.71,0
22.13,37.26,0.0,1
13.14,72.72,25.87,0
11.42,53.28,44.89,0
52.64,66.72,26.8,1
13.38,90.82,82.72,1
29.02,35.09,8.87,1
37.1,81.67,15.18,1
34.02,74.61,14.93,1
16.97,53.73,13.28,0
25.23,50.51,80.21,0
36.28,52.37,94.43,1
26.58,51.58,44.13,0
33.95,30.72,60.69,1
39.54,93.93,12.35,1
58.95,63.16,94.66,1
23.74,84.63,12.13,1
35.86,82.79,13.26,1
34.58,91.84,14.96,1
30.7,66.91,0.0,1
26.03,86.89,61.57,1
39.97,61.48,35.26,1
35.43,77.06,19.8,1
9.86,54.85,13.82,0
22.2,97.18,9.65,1
38.14,100.0,11.14,1
58.21,63.66,74.81,1
31.13,87.18,21.47,1
24.21,50.68,6.39,1
23.58,47.77,77.11,0
27.11,90.83,9.6,1
9.56,66.12,8.36,0
39.65,68.44,8.32,1
54.18,67.71,50.49,1
9.32,66.49,12.27,0
40.18,44.95,0.0,1
15.59,63.93,13.59,0
26.84,67.73,73.02,0
9.87,54.44,56.89,0
48.07,97.01,13.99,1
15.51,34.84,3.63,0
39.66,81.52,20.96,1
31.39,81.35,10.25,1
14.72,66.07,66.31,0
21.63,53.41,51.44,0
15.25,97.01,96.32,1
53.65,59.4,79.23,1
19.94,70.89,46.88,0
23.19,41.2,58.21,0
12.62,62.48,50.61,0
12.61,43.81,15.3,0
44.99,60.35,32.56,1
22.31,63.28,88.4,0
13.24,88.8,78.42,1
50.62,84.23,3.09,1
27.48,67.0,40.94,0
30.22,73.46,13.48,1
18.36,46.19,36.28,0
31.77,62.76,4.05,1
26.14,60.35,70.34,0
35.55,60.28,11.7,1
39.67,69.07,9.0,1
30.2,52.87,93.2,0
35.43,49.52,14.73,1
42.82,81.5,5.34,1
25.11,47.88,73.63,0
21.42,44.12,90.82,0
22.02,50.81,69.21,0
48.97,55.05,38.41,1
45.1,85.42,9.9,1
16.6,49.86,14.58,0
15.89,93.4,74.29,1
22.52,35.02,53.88,0
23.39,92.14,1.41,1
7.85,65.02,94.58,0
30.81,85.44,5.88,1
22.9,42.57,77.98,0
28.91,63.28,4.58,1
56.38,64.79,51.63,1
17.26,42.85,47.36,0
8.83,91.69,48.56,1
36.75,84.19,7.31,1
7.62,78.13,70.59,0
6.04,77.22,41.15,0
24.21,58.47,88.89,0
24.84,51.75,10.79,1
1.81,51.55,13.35,0
11.05,71.01,43.51,0
39.72,80.46,10.91,1
34.06,77.34,10.18,1
35.05,46.8,89.6,0
17.42,77.46,64.82,0
42.57,80.51,11.51,1
9.39,64.51,85.26,0
27.01,51.22,89.0,0
15.35,96.72,41.55,1
12.15,34.82,46.41,0
4.76,53.35,15.55,0
24.5,54.9,51.35,0
6.31,53.51,19.22,0
53.89,39.52,42.29,1
11.19,36.66,2.85,0
31.1,80.52,22.54,1
43.8,86.25,15.25,1
20.46,42.82,89.28,0
25.47,86.94,6.18,1
46.11,73.63,14.75,1
23.97,95.49,4.74,1
29.54,66.16,72.8,0
26.23,53.01,48.62,0
13.61,57.65,44.54,0
17.58,86.27,42.56,1
32.16,32.04,2.29,1
30.12,41.66,89.37,0
56.0,92.07,2.15,1
6.9,41.43,19.99,0
23.12,54.95,84.37,0
29.33,84.11,8.6,1
28.07,92.35,8.29,1
4.95,51.53,9.65,0
15.36,53.63,74.86,0
40.28,72.18,62.51,1
28.9,50.48,6.23,1
22.16,39.15,63.51,0
47.69,52.49,69.61,1
28.6,70.92,73.31,0
13.43,99.16,89.13,1
14.23,41.24,13.15,0
3.71,41.41,14.95,0
53.48,96.05,3.86,1
16.08,50.4,85.1,0
26.09,50.12,9.36,1
15.35,74.43,23.78,0
7.18,59.13,6.37,0
26.49,91.82,2.08,1
36.24,62.15,55.62,1
22.57,53.94,53.28,0
3.64,70.74,70.99,0
34.53,66.57,47.82,1
11.73,98.94,63.05,1
17.42,51.86,50.39,0
10.79,48.71,19.16,0
23.67,57.63,85.35,0
29.8,70.03,87.08,0
6.25,39.39,19.36,0
37.56,77.77,19.28,1
13.24,73.11,16.5,0
26.07,75.75,11.93,1
12.74,62.96,91.8,0
25.78,61.32,67.51,0
29.9,98.71,12.96,1
21.72,64.95,51.58,0
60.47,88.08,1.52,1
17.03,36.98,14.08,0
47.64,71.03,52.62,1
31.38,78.2,10.43,1
27.5,91.12,34.52,1
26.03,67.59,56.94,0
10.27,88.21,63.33,1
23.2,91.99,1.43,1
5.28,58.4,20.56,0
39.74,54.7,11.44,1
21.4,51.39,80.67,0
24.88,57.9,5.41,1
44.6,44.96,56.99,1
15.46,52.77,50.55,0
3.14,50.14,11.01,0
27.06,55.1,4.3,1
24.74,53.11,71.47,0
15.06,67.61,3.43,0
43.16,50.01,88.8,1
6.89,88.77,61.17,1
38.04,61.04,4.3,1
26.17,50.78,12.5,1
13.35,77.92,49.15,0
17.76,69.47,17.26,0
44.54,46.83,62.96,1
30.56,46.81,65.98,0
15.27,62.9,16.47,0
32.51,56.86,85.94,0
30.99,59.69,3.27,1
21.29,73.68,47.51,0
31.32,87.75,16.01,1
29.34,95.71,5.5,1
6.8,60.34,65.73,0
31.28,95.71,10.56,1
30.3,89.94,65.25,1
11.16,37.59,17.48,0
23.22,97.37,4.81,1
5.85,34.23,8.07,0
14.02,46.54,66.39,0
29.49,73.7,15.03,1
36.2,84.95,19.46,1
36.01,72.26,21.97,1
37.04,44.85,66.91,1
8.9,62.69,41.95,0
27.19,57.88,71.83,0
33.42,52.0,8.48,1
30.07,95.02,55.62,1
37.96,86.77,22.9,1
28.91,57.58,72.72,0
5.66,32.33,97.87,0
41.35,66.48,63.59,1
24.59,57.35,71.02,0
6.18,66.53,14.52,0
36.89,82.3,14.92,1
17.0,58.92,79.34,0
26.18,56.52,50.06,0
33.07,54.02,12.24,1
26.56,56.67,74.72,0
33.9,54.65,62.25,0
7.38,46.29,59.41,0
3.91,67.96,15.36,0
26.51,71.03,71.52,0
13.41,46.81,59.6,0
1.32,54.45,18.83,0
11.13,61.89,17.36,0
18.07,97.19,96.32,1
43.38,78.49,19.7,1
37.53,45.06,13.24,1
4.48,59.55,6.84,0
27.03,65.28,49.44,0
59.63,91.5,15.11,1
2.84,45.67,94.51,0
26.46,61.41,68.17,0
21.95,92.47,2.05,1
26.95,53.47,78.74,0
31.08,60.96,92.47,0
39.12,50.78,6.28,1
19.45,64.08,41.11,0
39.78,83.63,10.81,1
49.01,41.13,58.02,1
33.59,72.91,19.06,1
31.48,67.62,1.24,1
25.07,59.32,80.42,0
26.96,43.98,61.1,0
36.43,61.68,1.88,1
39.38,48.26,13.83,1
31.17,59.98,56.14,0
11.6,41.08,4.66,0
53.6,52.67,87.79,1
28.0,41.27,45.17,0
28.77,43.45,7.71,1
32.09,94.32,18.53,1
29.88,47.59,58.16,0
5.99,61.15,92.44,0
19.39,56.23,50.7,0
6.99,91.31,81.92,1
33.69,83.03,16.07,1
0.73,46.11,66.98,0
13.81,77.12,47.95,0
11.3,54.09,19.15,0
29.01,57.2,1.11,1
28.98,91.01,12.97,1
54.33,98.21,13.36,1
36.47,81.19,13.57,1
54.29,64.92,79.47,1
9.47,52.67,48.04,0
31.56,50.46,4.48,1
25.08,48.25,74.72,0
23.86,40.87,48.29,0
47.14,84.55,13.29,1
8.44,39.92,10.79,0
45.71,60.11,63.12,1
37.25,96.67,4.24,1
16.15,58.86,18.67,0
29.65,65.69,90.72,0
12.04,61.39,40.04,0
27.22,52.04,78.1,0
11.61,46.95,9.82,0
18.76,90.75,83.57,1
24.83,69.04,78.67,0
13.74,100.0,77.67,1
41.57,70.36,31.24,1
25.65,70.29,1.33,1
27.31,97.89,93.24,1
25.4,60.7,50.18,0
38.99,45.41,12.11,1
2.6,39.96,61.53,0
25.22,90.03,96.05,1
51.03,75.13,50.95,1
11.16,53.39,8.44,0
15.27,53.13,14.04,0
26.83,97.61,6.42,1
40.19,84.88,19.53,1
24.89,99.47,13.58,1
39.34,84.07,13.21,1
23.9,97.22,44.89,1
53.47,51.49,39.23,1
25.09,57.89,64.83,0
26.77,64.35,76.31,0
31.62,48.5,10.12,1
22.6,91.4,58.51,1
34.12,82.36,15.97,1
26.97,44.9,79.05,0
32.04,92.29,7.4,1
4.39,37.01,92.11,0
27.37,41.14,1.37,1
51.57,56.19,47.89,1
53.15,91.24,7.61,1
36.98,54.03,65.6,1
25.34,47.66,77.84,0
24.98,93.73,83.49,1
4.7,61.57,8.95,0
48.34,40.16,39.57,1
27.35,66.92,61.7,0
12.78,49.66,38.11,0
31.47,96.34,12.53,1
12.52,69.4,4.37,0
31.57,84.64,15.65,1
16.22,58.64,14.78,0
30.45,57.9,66.52,1
19.49,46.49,93.7,0
12.04,56.93,19.56,0
5.7,60.31,15.17,0
23.8,58.51,5.13,1
54.03,98.92,9.02,1
18.58,70.47,53.4,0
22.64,48.21,65.16,0
18.7,91.97,32.49,1
26.06,88.86,84.47,1
29.5,46.96,55.87,0
23.75,58.07,5.85,1
39.69,83.66,23.12,1
62.79,100.0,10.26,1
12.99,58.0,91.68,0
57.42,46.21,58.14,1
4.51,68.03,40.54,0
39.46,84.68,15.95,1
4.64,62.19,70.43,0
2.74,44.2,4.96,0
4.54,49.67,4.79,0
25.54,66.03,63.65,0
59.51,87.22,12.92,1
41.76,90.01,3.67,1
14.26,44.24,3.89,0
31.27,56.86,0.0,1
33.55,74.77,19.26,1
29.68,49.47,4.99,1
30.67,54.93,51.01,0
6.57,46.98,99.12,0
6.23,74.75,49.67,0
37.55,60.12,77.48,1
25.44,58.38,42.23,0
2.33,39.01,45.53,0
10.23,59.32,6.38,0
5.86,62.16,3.22,0
28.7,91.87,2.89,1
39.64,88.02,12.73,1
3.69,69.05,11.97,0
5.01,100.0,94.91,1
38.67,69.32,10.26,1
39.48,71.61,21.55,1
13.72,69.0,18.76,0
34.58,48.14,1.81,1
26.02,65.08,12.34,1
13.04,58.54,76.29,0
22.76,59.95,67.03,0
14.84,56.62,81.58,0
9.87,68.41,37.13,0
40.84,85.12,2.66,1
36.88,85.04,16.64,1
5.79,72.94,21.3,0
33.25,79.06,19.08,1
20.82,98.37,26.01,1
16.98,38.17,6.19,0
23.58,94.11,50.09,1
36.04,87.48,11.06,1
24.94,64.78,79.43,0
10.1,57.75,9.91,0
19.86,52.63,73.38,0
23.09,65.7,2.77,1
28.25,97.19,9.81,1
29.71,95.52,0.45,1
48.34,87.8,3.12,1
17.79,42.98,57.79,0
21.54,54.08,67.56,0
27.06,90.86,9.8,1
33.72,69.58,10.44,1
62.7,98.67,12.18,1
48.78,93.75,8.09,1
32.15,49.01,90.47,1
24.91,52.48,47.11,0
48.47,59.41,47.55,1
16.59,58.95,45.28,0
29.97,55.18,59.01,0
32.47,58.78,78.08,0
26.37,53.65,74.4,0
52.34,84.68,5.27,1
29.99,89.78,8.39,1
31.52,57.81,89.42,0
12.35,42.49,20.33,0
23.09,57.98,79.28,0
60.13,98.11,8.55,1
2.58,64.1,16.13,0
16.45,67.92,54.65,0
32.86,89.52,4.39,1
54.7,99.75,2.88,1
19.51,46.46,69.76,0
31.42,73.36,19.47,1
36.32,75.73,16.43,1
33.99,61.04,56.98,0
21.98,56.5,54.63,0
34.99,85.69,9.17,1
58.92,90.04,7.68,1
21.15,89.66,82.82,1
15.29,37.37,9.47,0
10.82,42.95,4.94,0
25.74,100.0,11.72,1
27.82,36.86,6.83,1
8.37,97.15,25.15,1
34.31,81.4,20.74,1
29.32,92.31,13.63,1
27.17,46.51,4.1,1
5.33,35.26,13.56,0
16.08,54.52,4.31,0
28.58,100.0,89.17,1
2.53,71.78,12.12,0
29.73,47.37,11.68,1
23.2,52.19,87.69,0
38.83,79.87,17.41,1
8.41,83.04,33.84,1
47.4,95.97,13.04,1
51.59,98.43,10.76,1
2.99,61.28,4.24,0
18.54,44.65,73.77,0
44.65,50.46,78.21,1
25.18,57.78,90.33,0
3.5,43.67,38.06,0
12.21,36.43,4.2,0
16.4,51.28,19.59,0
10.24,68.47,37.12,0
28.98,86.39,19.68,1
23.02,55.06,88.41,0
24.46,68.67,0.0,1
28.68,60.0,92.15,0
42.89,97.25,0.0,1
24.79,94.58,30.64,1
20.08,99.38,52.28,1
6.08,91.58,70.24,1
13.15,45.36,7.38,0
33.06,56.36,1.67,1
21.43,32.57,67.58,0
6.8,40.83,19.61,0
32.57,58.41,88.0,0
28.38,67.8,83.57,0
2.65,38.7,75.94,0
26.84,45.03,73.44,0
17.66,93.13,78.56,1
45.2,43.6,43.9,1
26.04,92.0,55.46,1
18.33,99.38,72.38,1
22.01,99.26,77.79,1
21.45,72.05,56.21,0
22.76,62.05,81.85,0
54.75,33.71,81.01,1
9.96,74.24,54.64,0
28.03,50.73,69.96,0
4.88,61.25,91.01,0
15.0,66.05,9.75,0
33.57,81.8,19.49,1
41.58,66.91,8.26,1
8.88,65.68,16.38,0
28.63,57.03,65.84,0
33.48,79.87,13.08,1
47.79,70.33,24.28,1
23.14,53.54,52.5,0
26.71,61.64,49.31,0
46.01,100.0,5.56,1
27.46,53.79,81.78,0
24.02,51.24,57.84,0
34.8,85.88,7.72,1
20.77,51.26,56.27,0
16.07,62.06,7.82,0
27.35,64.23,54.06,0
14.42,48.35,15.25,0
9.86,88.51,28.49,1
8.24,47.15,92.84,0
4.99,91.97,72.18,1
9.66,60.64,55.31,0
16.57,43.09,9.13,0
17.62,63.03,42.62,0
36.0,81.52,13.63,1
21.49,41.8,70.95,0
40.28,83.46,1.66,1
52.59,92.44,1.85,1
7.69,45.03,3.64,0
34.49,46.58,3.37,1
23.63,47.93,54.54,0
16.54,70.19,39.28,0
28.48,95.35,0.94,1
23.35,60.28,59.02,0
30.3,84.53,20.89,1
27.72,91.87,16.43,1
32.64,61.74,87.08,0
33.57,66.39,1.37,1
50.01,86.6,1.66,1
7.7,36.1,6.43,0
23.45,86.61,31.15,1
26.81,43.37,75.78,0
54.07,96.95,2.91,1
52.48,49.25,57.16,1
12.25,67.58,3.06,0
6.87,62.0,19.0,0
20.03,65.31,70.28,0
63.23,93.24,7.21,1
12.19,91.37,45.62,1
26.13,88.56,4.92,1
34.27,80.83,21.99,1
16.08,62.6,10.03,0
30.86,55.36,80.97,0
39.92,93.83,9.58,1
35.95,40.59,9.64,1
6.0,65.25,85.69,0
60.9,45.91,27.0,1
12.92,61.74,5.09,0
32.89,83.82,11.23,1
25.01,51.25,1.84,1
56.95,91.4,4.99,1
36.89,44.85,12.99,1
18.57,63.36,44.3,0
13.66,94.97,93.59,1
53.83,56.1,68.52,1
24.9,60.36,3.75,1
35.82,67.93,0.7,1
24.58,61.84,67.77,0
48.28,32.92,82.48,1
9.38,68.55,15.63,0
45.73,43.01,81.26,1
54.27,88.89,2.62,1
18.86,88.94,62.9,1
36.48,75.83,14.62,1
39.93,38.85,63.44,1
61.65,67.29,78.86,1
35.26,78.96,14.13,1
29.07,94.71,7.76,1
27.52,54.58,75.49,0
46.08,90.03,6.56,1
7.02,68.87,76.89,0
9.03,68.5,4.05,0
21.68,55.13,45.15,0
44.76,94.78,6.12,1
38.43,73.57,12.48,1
27.48,51.21,2.91,1
28.37,49.54,76.77,0
23.88,36.09,9.61,1
3.2,54.2,11.56,0
15.77,55.55,92.01,0
28.2,86.16,13.1,1
34.81,77.67,14.65,1
24.55,45.31,77.67,0
6.97,55.01,11.26,0
10.18,47.38,13.82,0
41.66,84.57,21.44,1
13.64,96.13,61.1,1
58.14,89.05,4.7,1
26.48,59.13,89.65,0
61.83,97.35,4.49,1
17.43,53.41,73.07,0
49.79,89.98,5.59,1
33.26,52.76,6.29,1
7.6,91.41,43.29,1
31.85,77.44,16.94,1
30.11,75.89,16.76,1
29.97,62.0,5.98,1
37.23,93.09,6.67,1
6.87,73.58,27.72,0
29.55,53.66,4.01,1
36.92,88.39,20.57,1
19.51,97.27,24.99,1
35.04,89.56,19.82,1
60.67,99.84,4.95,1
18.95,60.01,50.84,0
6.89,66.48,10.44,0
39.5,85.83,12.02,1
30.81,41.77,73.9,0
8.7,40.22,14.58,0
26.56,51.42,95.42,0
36.53,89.49,9.4,1
55.96,70.04,55.28,1
47.88,39.31,27.03,1
19.15,41.31,44.82,0
25.44,97.25,7.97,1
9.09,63.0,18.38,0
8.68,91.7,37.17,1
7.5,50.74,7.34,0
20.72,89.18,10.89,1
29.18,58.67,89.93,0
24.28,68.09,11.73,1
48.35,89.66,9.72,1
16.97,60.1,75.58,0
53.37,62.67,88.05,1
24.85,52.23,50.09,0
14.03,95.82,99.77,1
58.83,46.41,54.04,1
16.0,41.36,57.46,0
38.07,83.28,20.69,1
14.23,100.0,85.88,1
33.85,31.98,56.89,1
56.24,91.26,10.72,1
16.13,37.52,4.83,0
19.06,50.48,78.29,0
8.33,37.38,76.5,0
43.86,92.19,5.69,1
24.62,39.77,13.23,1
27.1,51.13,53.48,0
40.41,84.88,12.86,1
29.47,55.93,50.82,0
45.48,42.35,70.23,1
11.14,53.71,10.32,0
36.14,88.09,11.04,1
12.07,47.33,35.34,0
35.37,76.04,19.06,1
27.16,48.98,95.97,0
26.3,90.26,8.04,1
14.61,44.28,9.2,0
35.91,42.63,94.22,1
36.3,91.35,25.11,1
25.43,100.0,6.7,1
14.97,100.0,23.91,1
8.85,59.52,82.03,0
26.31,60.52,70.3,0
18.79,66.9,85.72,0
54.24,54.21,74.93,1
46.1,99.17,9.45,1
35.46,81.61,7.55,1
13.01,64.27,6.36,0
11.06,70.16,18.52,0
29.24,84.09,11.41,1
24.09,58.67,47.32,0
38.02,71.05,49.97,1
37.2,75.27,15.9,1
44.62,32.4,39.79,1
15.64,59.87,9.62,0
57.63,99.37,0.0,1
47.66,83.64,4.69,1
6.25,37.97,9.04,0
32.29,33.22,12.98,1
13.93,96.71,75.66,1
30.29,91.38,8.36,1
23.96,54.33,66.57,0
35.03,45.36,33.51,1
6.21,91.41,70.02,1
43.14,82.25,23.57,1
26.67,62.26,4.4,1
37.4,58.57,67.76,1
20.24,76.85,56.86,0
20.07,97.54,29.73,1
7.48,68.37,15.3,0
39.42,39.89,9.15,1
25.13,62.23,73.35,0
19.76,70.35,48.08,0
3.14,39.13,14.28,0
47.21,81.2,10.68,1
35.69,78.5,12.6,1
4.7,91.21,36.77,1
28.38,96.87,8.3,1
31.86,52.83,8.36,1
61.61,89.93,9.8,1
21.52,98.69,4.22,1
47.35,91.28,12.81,1
44.21,60.95,65.53,1
25.78,40.14,80.26,0
22.56,53.74,71.71,0
13.79,77.31,42.73,0
11.2,62.67,60.5,0
31.91,54.62,81.21,0
5.85,68.22,67.82,0
28.99,95.18,6.6,1
48.07,58.23,75.22,1
45.11,96.1,12.99,1
20.73,43.41,5.81,1
4.34,39.96,10.77,0
27.84,65.51,65.99,0
49.46,48.95,49.85,1
35.67,93.82,19.45,1
6.63,93.67,62.94,1
31.57,58.9,77.14,0
28.01,85.03,56.04,1
9.46,89.05,67.75,1
29.0,62.28,2.57,1
9.14,87.25,40.37,1
29.95,55.48,43.12,0
3.62,48.11,11.45,0
50.29,47.38,67.2,1
4.56,94.17,82.2,1
45.37,90.11,7.0,1
5.84,86.85,42.53,1
6.15,68.57,19.42,0
23.46,84.89,1.19,1
21.0,61.8,84.61,0
41.21,87.97,1.11,1
29.62,61.42,94.69,0
31.25,50.26,83.21,0
13.17,83.46,69.54,1
24.7,87.37,46.58,1
36.47,77.29,15.05,1
22.85,65.59,5.24,1
23.55,90.61,95.24,1
18.7,62.86,2.74,0
64.77,99.25,11.85,1
12.62,35.63,85.31,0
9.64,83.79,47.45,1
28.02,50.69,70.68,0
23.33,90.74,74.97,1
17.14,80.69,39.17,0
25.11,54.25,65.39,0
23.06,70.51,62.32,0
28.79,45.27,63.14,0
43.09,100.0,13.47,1
3.59,53.69,86.48,0
8.02,46.68,5.88,0
32.81,89.3,0.0,1
24.76,66.5,62.5,0
34.1,74.48,20.84,1
23.42,63.8,57.71,0
5.87,66.25,85.48,0
43.93,90.94,9.51,1
52.67,61.22,60.55,1
37.86,40.03,9.09,1
9.9,69.42,51.49,0
7.97,64.37,13.74,0
51.29,31.7,70.7,1
47.98,89.09,4.89,1
9.46,44.33,18.29,0
34.37,42.79,8.55,1
43.72,88.06,16.28,1
14.42,47.82,78.86,0
9.06,66.58,24.77,0
20.02,95.36,35.44,1
24.31,98.43,8.7,1
21.82,60.27,52.14,0
5.61,95.06,74.35,1
26.78,50.41,42.53,0
37.86,74.74,12.3,1
34.89,80.37,19.03,1
20.04,46.94,62.7,0
36.47,42.79,4.56,1
8.53,83.67,88.12,1
14.63,38.34,2.96,0
27.03,95.35,99.77,1
23.87,94.93,78.44,1
22.88,90.59,0.57,1
20.7,58.15,55.29,0
24.96,94.52,87.67,1
34.36,77.53,14.59,1
22.98,66.26,68.4,0
26.26,48.17,50.24,0
5.32,61.83,11.93,0
11.08,67.7,97.44,0
14.7,44.08,100.0,0
27.24,40.45,2.97,1
16.03,60.67,10.84,0
20.28,65.37,91.23,0
16.83,39.32,65.12,0
14.36,82.17,51.89,0
11.45,68.34,10.94,0
43.09,85.52,13.89,1
8.43,99.99,93.2,1
18.11,53.25,49.14,0
17.69,52.03,5.35,0
39.22,94.03,15.01,1
51.28,36.88,66.01,1
15.49,64.0,42.77,0
15.61,47.94,6.35,0
37.17,81.85,15.22,1
12.53,56.68,36.82,0
22.04,33.15,89.64,0
33.98,84.79,16.56,1
12.85,42.13,12.34,0
37.75,75.99,77.47,1
34.0,73.41,12.44,1
39.15,81.57,18.75,1
23.89,88.13,1.37,1
23.45,59.2,76.29,0
49.06,49.39,30.9,1
4.02,36.53,88.7,0
13.3,71.18,73.76,0
15.86,59.09,10.59,0
7.23,46.88,9.05,0
28.69,57.66,5.98,1
9.31,50.39,5.46,0
28.58,64.02,73.68,0
44.83,64.69,64.95,1
40.8,66.77,19.78,1
27.48,93.27,44.92,1
36.8,55.83,42.88,1
45.73,73.53,50.64,1
24.18,62.9,57.33,0
7.84,43.94,7.94,0
41.52,77.36,16.45,1
14.37,59.68,40.51,0
12.78,89.79,48.97,1
54.02,48.25,77.89,1
4.63,34.55,7.99,0
23.78,64.09,85.07,0
10.17,61.34,50.47,0
7.44,52.8,82.37,0
28.94,56.69,60.98,0
26.98,43.23,62.3,0
8.37,42.42,9.7,0
36.5,76.12,11.73,1
3.91,69.47,4.3,0
9.11,69.5,17.77,0
3.26,49.97,8.47,0
10.51,91.04,63.86,1
27.78,95.46,4.66,1
12.91,92.29,93.71,1
15.91,39.7,10.76,0
27.75,54.61,92.28,0
21.82,73.02,0.0,1
11.86,97.62,91.53,1
21.59,88.69,58.1,1
26.5,50.68,68.32,0
29.07,60.54,13.16,1
25.75,39.07,56.79,0
44.33,42.46,62.24,1
20.68,93.44,83.11,1
59.17,51.14,24.36,1
55.27,49.63,44.27,1
25.06,58.24,7.37,1
5.63,58.21,34.27,0
37.43,56.8,5.47,1
32.54,90.36,2.15,1
24.14,42.95,96.42,0
35.09,76.04,17.61,1
38.66,85.24,17.56,1
43.71,39.2,78.99,1
15.81,61.64,12.67,0
39.22,81.64,18.16,1
16.88,63.28,98.1,0
38.58,43.11,29.75,1
40.3,82.99,15.16,1
23.79,100.0,30.9,1
5.46,58.84,100.0,0
15.03,52.98,17.43,0
28.48,38.92,8.7,1
17.13,90.14,74.03,1
29.54,62.78,3.58,1
36.12,74.63,19.35,1
26.6,47.59,71.4,0
36.72,84.67,17.04,1
31.42,70.96,79.12,1
38.91,75.57,16.73,1
40.83,59.11,32.63,1
27.71,84.78,7.38,1
13.33,86.38,73.8,1
16.07,39.6,8.51,0
23.46,90.46,7.27,1
12.28,69.17,3.13,0
28.5,41.28,53.32,0
23.6,48.02,65.58,0
11.04,91.91,84.03,1
17.82,92.99,46.18,1
24.33,45.1,90.3,0
